gene.id,gene.name,function
ENSG00000275183.1,LENG9,protein coding
ENSG00000167617.2,CDC42EP5,protein coding
ENSG00000167618.9,LAIR2,protein coding
ENSG00000104970.10,KIR3DX1,protein coding
ENSG00000239998.5,LILRA2,protein coding
ENSG00000104974.11,LILRA1,protein coding
ENSG00000104972.15,LILRB1,protein coding
ENSG00000186818.12,LILRB4,protein coding
ENSG00000242019.1,KIR3DL3,protein coding
ENSG00000243772.7,KIR2DL3,protein coding
ENSG00000125498.19,KIR2DL1,protein coding
ENSG00000189013.14,KIR2DL4,protein coding
ENSG00000167633.18,KIR3DL1,protein coding
ENSG00000240403.5,KIR3DL2,protein coding
ENSG00000186431.18,FCAR,protein coding
ENSG00000189430.12,NCR1,protein coding
ENSG00000167634.12,NLRP7,protein coding
ENSG00000022556.15,NLRP2,protein coding
ENSG00000088053.11,GP6,protein coding
ENSG00000160439.15,RDH13,protein coding
ENSG00000131037.14,EPS8L1,protein coding
ENSG00000125503.12,PPP1R12C,protein coding
ENSG00000105048.16,TNNT1,protein coding
ENSG00000129991.12,TNNI3,protein coding
ENSG00000167646.13,DNAAF3,protein coding
ENSG00000129990.14,SYT5,protein coding
ENSG00000080031.9,PTPRH,protein coding
ENSG00000180089.5,TMEM86B,protein coding
ENSG00000105063.18,PPP6R1,protein coding
ENSG00000133265.10,HSPBP1,protein coding
ENSG00000160469.16,BRSK1,protein coding
ENSG00000180061.9,TMEM150B,protein coding
ENSG00000133247.13,KMT5C,protein coding
ENSG00000160471.12,COX6B2,protein coding
ENSG00000180043.11,FAM71E2,protein coding
ENSG00000095752.6,IL11,protein coding
ENSG00000160472.4,TMEM190,protein coding
ENSG00000233493.3,TMEM238,protein coding
ENSG00000108107.14,RPL28,protein coding
ENSG00000108106.13,UBE2S,protein coding
ENSG00000187902.11,SHISA7,protein coding
ENSG00000063241.7,ISOC2,protein coding
ENSG00000283567.1,CTD-2537I9.19,protein coding
ENSG00000197483.9,ZNF628,protein coding
ENSG00000090971.4,NAT14,protein coding
ENSG00000179954.15,SSC5D,protein coding
ENSG00000187550.8,SBK2,protein coding
ENSG00000231274.5,SBK3,protein coding
ENSG00000218891.4,ZNF579,protein coding
ENSG00000179943.7,FIZ1,protein coding
ENSG00000171443.6,ZNF524,protein coding
ENSG00000261221.3,ZNF865,protein coding
ENSG00000179922.5,ZNF784,protein coding
ENSG00000213015.8,ZNF580,protein coding
ENSG00000171425.9,ZNF581,protein coding
ENSG00000173581.7,CCDC106,protein coding
ENSG00000063244.12,U2AF2,protein coding
ENSG00000063245.14,EPN1,protein coding
ENSG00000185792.9,NLRP9,protein coding
ENSG00000223638.3,RFPL4A,protein coding
ENSG00000229292.1,RFPL4AL1,protein coding
ENSG00000179873.14,NLRP11,protein coding
ENSG00000160505.15,NLRP4,protein coding
ENSG00000173572.11,NLRP13,protein coding
ENSG00000179709.8,NLRP8,protein coding
ENSG00000171487.14,NLRP5,protein coding
ENSG00000142409.5,ZNF787,protein coding
ENSG00000167685.14,ZNF444,protein coding
ENSG00000197487.8,GALP,protein coding
ENSG00000197213.9,ZSCAN5B,protein coding
ENSG00000204532.6,ZSCAN5C,protein coding
ENSG00000131848.9,ZSCAN5A,protein coding
ENSG00000267710.6,AC006116.20,protein coding
ENSG00000018869.16,ZNF582,protein coding
ENSG00000198440.9,ZNF583,protein coding
ENSG00000198046.11,ZNF667,protein coding
ENSG00000196263.7,ZNF471,protein coding
ENSG00000196867.7,ZFP28,protein coding
ENSG00000197016.11,ZNF470,protein coding
ENSG00000197951.8,ZNF71,protein coding
ENSG00000268182.5,SMIM17,protein coding
ENSG00000127903.13,ZNF835,protein coding
ENSG00000269699.5,ZIM2,protein coding
ENSG00000198300.12,PEG3,protein coding
ENSG00000131864.10,USP29,protein coding
ENSG00000141946.1,ZIM3,protein coding
ENSG00000258873.2,DUXA,protein coding
ENSG00000083844.10,ZNF264,protein coding
ENSG00000105146.12,AURKC,protein coding
ENSG00000204524.6,ZNF805,protein coding
ENSG00000197714.8,ZNF460,protein coding
ENSG00000178229.7,ZNF543,protein coding
ENSG00000131845.14,ZNF304,protein coding
ENSG00000152433.14,ZNF547,protein coding
ENSG00000256060.2,TRAPPC2B,protein coding
ENSG00000188785.11,ZNF548,protein coding
ENSG00000186272.12,ZNF17,protein coding
ENSG00000186230.6,ZNF749,protein coding
ENSG00000178201.4,VN1R1,protein coding
ENSG00000197128.11,ZNF772,protein coding
ENSG00000105136.20,ZNF419,protein coding
ENSG00000152439.12,ZNF773,protein coding
ENSG00000121406.8,ZNF549,protein coding
ENSG00000251369.8,ZNF550,protein coding
ENSG00000083817.8,ZNF416,protein coding
ENSG00000171649.11,ZIK1,protein coding
ENSG00000183647.10,ZNF530,protein coding
ENSG00000213762.11,ZNF134,protein coding
ENSG00000121417.13,ZNF211,protein coding
ENSG00000180532.10,ZSCAN4,protein coding
ENSG00000204519.10,ZNF551,protein coding
ENSG00000179909.15,ZNF154,protein coding
ENSG00000083814.13,ZNF671,protein coding
ENSG00000152443.12,ZNF776,protein coding
ENSG00000083828.15,ZNF586,protein coding
ENSG00000178935.5,ZNF552,protein coding
ENSG00000269343.6,ZNF587B,protein coding
ENSG00000204514.9,ZNF814,protein coding
ENSG00000198466.11,ZNF587,protein coding
ENSG00000173480.10,ZNF417,protein coding
ENSG00000196724.12,ZNF418,protein coding
ENSG00000152454.3,ZNF256,protein coding
ENSG00000177025.3,C19orf18,protein coding
ENSG00000166704.11,ZNF606,protein coding
ENSG00000152467.9,ZSCAN1,protein coding
ENSG00000176293.19,ZNF135,protein coding
ENSG00000121413.12,ZSCAN18,protein coding
ENSG00000181894.14,ZNF329,protein coding
ENSG00000171606.17,ZNF274,protein coding
ENSG00000198131.13,ZNF544,protein coding
ENSG00000278129.1,ZNF8,protein coding
ENSG00000142396.10,ERVK3-1,protein coding
ENSG00000182318.5,ZSCAN22,protein coding
ENSG00000121410.11,A1BG,protein coding
ENSG00000174586.10,ZNF497,protein coding
ENSG00000152475.6,ZNF837,protein coding
ENSG00000083845.8,RPS5,protein coding
ENSG00000269855.2,RNF225,protein coding
ENSG00000171574.17,ZNF584,protein coding
ENSG00000131849.11,ZNF132,protein coding
ENSG00000249471.7,ZNF324B,protein coding
ENSG00000083812.11,ZNF324,protein coding
ENSG00000083838.15,ZNF446,protein coding
ENSG00000083807.9,SLC27A5,protein coding
ENSG00000119574.12,ZBTB45,protein coding
ENSG00000130726.11,TRIM28,protein coding
ENSG00000130724.8,CHMP2A,protein coding
ENSG00000130725.7,UBE2M,protein coding
ENSG00000099326.8,MZF1,protein coding
ENSG00000178591.6,DEFB125,protein coding
ENSG00000125788.5,DEFB126,protein coding
ENSG00000088782.4,DEFB127,protein coding
ENSG00000185982.6,DEFB128,protein coding
ENSG00000125903.4,DEFB129,protein coding
ENSG00000186458.4,DEFB132,protein coding
ENSG00000196476.11,C20orf96,protein coding
ENSG00000247315.3,ZCCHC3,protein coding
ENSG00000177732.8,SOX12,protein coding
ENSG00000125841.12,NRSN2,protein coding
ENSG00000101255.10,TRIB3,protein coding
ENSG00000125826.20,RBCK1,protein coding
ENSG00000125875.13,TBC1D20,protein coding
ENSG00000101266.17,CSNK2A1,protein coding
ENSG00000125878.6,TCF15,protein coding
ENSG00000271303.1,SRXN1,protein coding
ENSG00000215397.3,SCRT2,protein coding
ENSG00000101276.14,SLC52A3,protein coding
ENSG00000125898.12,FAM110A,protein coding
ENSG00000101280.7,ANGPT4,protein coding
ENSG00000101282.8,RSPO4,protein coding
ENSG00000125818.17,PSMF1,protein coding
ENSG00000125895.5,TMEM74B,protein coding
ENSG00000215595.1,C20orf202,protein coding
ENSG00000244588.5,RAD21L1,protein coding
ENSG00000101298.13,SNPH,protein coding
ENSG00000125775.14,SDCBP2,protein coding
ENSG00000088832.16,FKBP1A,protein coding
ENSG00000088833.17,NSFL1C,protein coding
ENSG00000196209.12,SIRPB2,protein coding
ENSG00000125900.12,SIRPD,protein coding
ENSG00000101307.15,SIRPB1,protein coding
ENSG00000089012.14,SIRPG,protein coding
ENSG00000198053.11,SIRPA,protein coding
ENSG00000101327.8,PDYN,protein coding
ENSG00000125834.12,STK35,protein coding
ENSG00000125780.11,TGM3,protein coding
ENSG00000166948.9,TGM6,protein coding
ENSG00000125835.18,SNRPB,protein coding
ENSG00000088876.11,ZNF343,protein coding
ENSG00000149488.12,TMC2,protein coding
ENSG00000101361.16,NOP56,protein coding
ENSG00000101365.20,IDH3B,protein coding
ENSG00000088881.20,EBF4,protein coding
ENSG00000088882.7,CPXM1,protein coding
ENSG00000258713.2,C20orf141,protein coding
ENSG00000198326.9,TMEM239,protein coding
ENSG00000132635.16,PCED1A,protein coding
ENSG00000215305.9,VPS16,protein coding
ENSG00000132670.20,PTPRA,protein coding
ENSG00000125787.11,GNRH2,protein coding
ENSG00000125901.5,MRPS26,protein coding
ENSG00000101405.3,OXT,protein coding
ENSG00000101200.5,AVP,protein coding
ENSG00000185019.16,UBOX5,protein coding
ENSG00000215251.3,FASTKD5,protein coding
ENSG00000088899.14,LZTS3,protein coding
ENSG00000198171.12,DDRGK1,protein coding
ENSG00000125877.12,ITPA,protein coding
ENSG00000088836.12,SLC4A11,protein coding
ENSG00000088854.12,C20orf194,protein coding
ENSG00000088812.17,ATRN,protein coding
ENSG00000125861.14,GFRA4,protein coding
ENSG00000149451.17,ADAM33,protein coding
ENSG00000088827.12,SIGLEC1,protein coding
ENSG00000132622.10,HSPA12B,protein coding
ENSG00000101220.17,C20orf27,protein coding
ENSG00000101222.12,SPEF1,protein coding
ENSG00000125817.7,CENPB,protein coding
ENSG00000101224.17,CDC25B,protein coding
ENSG00000125843.10,AP5S1,protein coding
ENSG00000088888.17,MAVS,protein coding
ENSG00000125779.21,PANK2,protein coding
ENSG00000101236.16,RNF24,protein coding
ENSG00000088826.17,SMOX,protein coding
ENSG00000171873.7,ADRA1D,protein coding
ENSG00000171867.16,PRNP,protein coding
ENSG00000171864.4,PRND,protein coding
ENSG00000180259.9,PRNT,protein coding
ENSG00000101265.15,RASSF2,protein coding
ENSG00000089057.14,SLC23A2,protein coding
ENSG00000089063.14,TMEM230,protein coding
ENSG00000132646.10,PCNA,protein coding
ENSG00000101290.13,CDS2,protein coding
ENSG00000101292.7,PROKR2,protein coding
ENSG00000125772.12,GPCPD1,protein coding
ENSG00000171984.14,C20orf196,protein coding
ENSG00000089199.9,CHGB,protein coding
ENSG00000089195.14,TRMT6,protein coding
ENSG00000125885.13,MCM8,protein coding
ENSG00000088766.11,CRLS1,protein coding
ENSG00000125872.7,LRRN4,protein coding
ENSG00000101311.15,FERMT1,protein coding
ENSG00000125845.6,BMP2,protein coding
ENSG00000101323.4,HAO1,protein coding
ENSG00000125827.8,TMX4,protein coding
ENSG00000182621.17,PLCB1,protein coding
ENSG00000101333.16,PLCB4,protein coding
ENSG00000125869.9,LAMP5,protein coding
ENSG00000101349.16,PAK5,protein coding
ENSG00000132623.15,ANKEF1,protein coding
ENSG00000132639.12,SNAP25,protein coding
ENSG00000125863.18,MKKS,protein coding
ENSG00000149346.14,SLX4IP,protein coding
ENSG00000101384.11,JAG1,protein coding
ENSG00000132640.14,BTBD3,protein coding
ENSG00000172296.12,SPTLC3,protein coding
ENSG00000101230.5,ISM1,protein coding
ENSG00000089123.15,TASP1,protein coding
ENSG00000089048.14,ESF1,protein coding
ENSG00000101247.17,NDUFAF5,protein coding
ENSG00000101251.11,SEL1L2,protein coding
ENSG00000172264.16,MACROD2,protein coding
ENSG00000125848.9,FLRT3,protein coding
ENSG00000089177.18,KIF16B,protein coding
ENSG00000125870.10,SNRPB2,protein coding
ENSG00000125879.4,OTOR,protein coding
ENSG00000125851.9,PCSK2,protein coding
ENSG00000125864.13,BFSP1,protein coding
ENSG00000125868.15,DSTN,protein coding
ENSG00000125844.15,RRBP1,protein coding
ENSG00000125888.14,BANF2,protein coding
ENSG00000089006.16,SNX5,protein coding
ENSG00000125871.13,MGME1,protein coding
ENSG00000125850.10,OVOL2,protein coding
ENSG00000232838.3,PET117,protein coding
ENSG00000149474.13,KAT14,protein coding
ENSG00000125846.15,ZNF133,protein coding
ENSG00000089091.16,DZANK1,protein coding
ENSG00000132664.11,POLR3F,protein coding
ENSG00000089050.15,RBBP9,protein coding
ENSG00000101310.14,SEC23B,protein coding
ENSG00000232388.4,LINC00493,protein coding
ENSG00000125821.11,DTD1,protein coding
ENSG00000132631.5,SCP2D1,protein coding
ENSG00000185052.11,SLC24A3,protein coding
ENSG00000132669.12,RIN2,protein coding
ENSG00000173418.11,NAA20,protein coding
ENSG00000101343.14,CRNKL1,protein coding
ENSG00000089101.17,CFAP61,protein coding
ENSG00000173404.4,INSM1,protein coding
ENSG00000188559.13,RALGAPA2,protein coding
ENSG00000088970.15,KIZ,protein coding
ENSG00000088930.7,XRN2,protein coding
ENSG00000125816.4,NKX2-4,protein coding
ENSG00000125820.5,NKX2-2,protein coding
ENSG00000125813.13,PAX1,protein coding
ENSG00000125798.14,FOXA2,protein coding
ENSG00000132671.5,SSTR4,protein coding
ENSG00000178726.6,THBD,protein coding
ENSG00000125810.9,CD93,protein coding
ENSG00000132661.3,NXT1,protein coding
ENSG00000125812.15,GZF1,protein coding
ENSG00000125814.17,NAPB,protein coding
ENSG00000125823.12,CSTL1,protein coding
ENSG00000125831.9,CST11,protein coding
ENSG00000125815.8,CST8,protein coding
ENSG00000101435.4,CST9L,protein coding
ENSG00000173335.4,CST9,protein coding
ENSG00000101439.8,CST3,protein coding
ENSG00000101441.4,CST4,protein coding
ENSG00000170373.8,CST1,protein coding
ENSG00000170369.3,CST2,protein coding
ENSG00000170367.4,CST5,protein coding
ENSG00000149435.12,GGTLC1,protein coding
ENSG00000101463.5,SYNDIG1,protein coding
ENSG00000077984.5,CST7,protein coding
ENSG00000101474.11,APMAP,protein coding
ENSG00000154930.14,ACSS1,protein coding
ENSG00000100987.14,VSX1,protein coding
ENSG00000197586.12,ENTPD6,protein coding
ENSG00000100994.11,PYGB,protein coding
ENSG00000100997.18,ABHD12,protein coding
ENSG00000101003.9,GINS1,protein coding
ENSG00000101004.14,NINL,protein coding
ENSG00000170191.4,NANP,protein coding
ENSG00000130684.13,ZNF337,protein coding
ENSG00000175170.14,FAM182B,protein coding
ENSG00000215547.1,DEFB115,protein coding
ENSG00000215545.1,DEFB116,protein coding
ENSG00000131068.3,DEFB118,protein coding
ENSG00000180483.6,DEFB119,protein coding
ENSG00000204548.3,DEFB121,protein coding
ENSG00000180424.6,DEFB123,protein coding
ENSG00000180383.3,DEFB124,protein coding
ENSG00000088320.3,REM1,protein coding
ENSG00000101294.16,HM13,protein coding
ENSG00000125968.8,ID1,protein coding
ENSG00000131055.4,COX4I2,protein coding
ENSG00000171552.12,BCL2L1,protein coding
ENSG00000088325.15,TPX2,protein coding
ENSG00000101306.10,MYLK2,protein coding
ENSG00000179772.7,FOXS1,protein coding
ENSG00000149599.15,DUSP15,protein coding
ENSG00000131044.16,TTLL9,protein coding
ENSG00000088356.5,PDRG1,protein coding
ENSG00000260903.2,XKR7,protein coding
ENSG00000101331.15,CCM2L,protein coding
ENSG00000101336.13,HCK,protein coding
ENSG00000101337.15,TM9SF4,protein coding
ENSG00000126003.6,PLAGL2,protein coding
ENSG00000101346.13,POFUT1,protein coding
ENSG00000101350.7,KIF3B,protein coding
ENSG00000171456.16,ASXL1,protein coding
ENSG00000197183.14,NOL4L,protein coding
ENSG00000149600.11,COMMD7,protein coding
ENSG00000088305.18,DNMT3B,protein coding
ENSG00000101367.8,MAPRE1,protein coding
ENSG00000215529.12,EFCAB8,protein coding
ENSG00000167098.11,SUN5,protein coding
ENSG00000078898.6,BPIFB2,protein coding
ENSG00000167104.11,BPIFB6,protein coding
ENSG00000186190.7,BPIFB3,protein coding
ENSG00000186191.7,BPIFB4,protein coding
ENSG00000131050.10,BPIFA2,protein coding
ENSG00000131059.11,BPIFA3,protein coding
ENSG00000198183.11,BPIFA1,protein coding
ENSG00000125999.10,BPIFB1,protein coding
ENSG00000101391.20,CDK5RAP1,protein coding
ENSG00000101400.5,SNTA1,protein coding
ENSG00000078699.21,CBFA2T2,protein coding
ENSG00000125967.16,NECAB3,protein coding
ENSG00000149609.5,C20orf144,protein coding
ENSG00000182584.4,ACTL10,protein coding
ENSG00000101412.12,E2F1,protein coding
ENSG00000101417.11,PXMP4,protein coding
ENSG00000131061.13,ZNF341,protein coding
ENSG00000101421.3,CHMP4B,protein coding
ENSG00000125970.11,RALY,protein coding
ENSG00000125977.6,EIF2S2,protein coding
ENSG00000101440.9,ASIP,protein coding
ENSG00000101444.12,AHCY,protein coding
ENSG00000078747.14,ITCH,protein coding
ENSG00000125971.16,DYNLRB1,protein coding
ENSG00000101460.12,MAP1LC3A,protein coding
ENSG00000101464.10,PIGU,protein coding
ENSG00000198646.13,NCOA6,protein coding
ENSG00000078804.12,TP53INP2,protein coding
ENSG00000131067.16,GGT7,protein coding
ENSG00000131069.19,ACSS2,protein coding
ENSG00000100983.9,GSS,protein coding
ENSG00000078814.15,MYH7B,protein coding
ENSG00000100991.11,TRPC4AP,protein coding
ENSG00000088298.12,EDEM2,protein coding
ENSG00000101000.5,PROCR,protein coding
ENSG00000126005.16,MMP24-AS1,protein coding
ENSG00000125966.9,MMP24,protein coding
ENSG00000242372.6,EIF6,protein coding
ENSG00000125998.7,FAM83C,protein coding
ENSG00000101019.21,UQCC1,protein coding
ENSG00000204183.1,GDF5OS,protein coding
ENSG00000125965.8,GDF5,protein coding
ENSG00000126001.15,CEP250,protein coding
ENSG00000125975.13,C20orf173,protein coding
ENSG00000125991.19,ERGIC3,protein coding
ENSG00000061656.9,SPAG4,protein coding
ENSG00000214078.12,CPNE1,protein coding
ENSG00000244462.7,RBM12,protein coding
ENSG00000244005.12,NFS1,protein coding
ENSG00000125995.15,ROMO1,protein coding
ENSG00000131051.22,RBM39,protein coding
ENSG00000025293.16,PHF20,protein coding
ENSG00000171222.10,SCAND1,protein coding
ENSG00000149646.12,CNBD2,protein coding
ENSG00000088367.21,EPB41L1,protein coding
ENSG00000131043.11,AAR2,protein coding
ENSG00000080845.17,DLGAP4,protein coding
ENSG00000101335.9,MYL9,protein coding
ENSG00000118707.9,TGIF2,protein coding
ENSG00000101084.17,C20orf24,protein coding
ENSG00000101082.13,SLA2,protein coding
ENSG00000101079.20,NDRG3,protein coding
ENSG00000149636.15,DSN1,protein coding
ENSG00000149639.14,SOGA1,protein coding
ENSG00000101342.9,TLDC2,protein coding
ENSG00000101347.8,SAMHD1,protein coding
ENSG00000080839.11,RBL1,protein coding
ENSG00000101353.14,MROH8,protein coding
ENSG00000118705.16,RPN2,protein coding
ENSG00000118702.9,GHRH,protein coding
ENSG00000101363.12,MANBAL,protein coding
ENSG00000197122.11,SRC,protein coding
ENSG00000166619.12,BLCAP,protein coding
ENSG00000053438.8,NNAT,protein coding
ENSG00000132792.18,CTNNBL1,protein coding
ENSG00000132821.11,VSTM2L,protein coding
ENSG00000101407.12,TTI1,protein coding
ENSG00000101413.11,RPRD1B,protein coding
ENSG00000198959.11,TGM2,protein coding
ENSG00000149633.11,KIAA1755,protein coding
ENSG00000101425.12,BPI,protein coding
ENSG00000129988.5,LBP,protein coding
ENSG00000170471.14,RALGAPB,protein coding
ENSG00000182035.11,ADIG,protein coding
ENSG00000124143.10,ARHGAP40,protein coding
ENSG00000101438.3,SLC32A1,protein coding
ENSG00000101442.9,ACTR5,protein coding
ENSG00000101445.9,PPP1R16B,protein coding
ENSG00000101447.14,FAM83D,protein coding
ENSG00000101452.14,DHX35,protein coding
ENSG00000204103.3,MAFB,protein coding
ENSG00000198900.5,TOP1,protein coding
ENSG00000124181.14,PLCG1,protein coding
ENSG00000174306.21,ZHX3,protein coding
ENSG00000132793.11,LPIN3,protein coding
ENSG00000183798.4,EMILIN3,protein coding
ENSG00000124177.14,CHD6,protein coding
ENSG00000196090.12,PTPRT,protein coding
ENSG00000124193.14,SRSF6,protein coding
ENSG00000185513.14,L3MBTL1,protein coding
ENSG00000101049.14,SGK2,protein coding
ENSG00000101052.12,IFT52,protein coding
ENSG00000101057.15,MYBL2,protein coding
ENSG00000124196.5,GTSF1L,protein coding
ENSG00000124191.17,TOX2,protein coding
ENSG00000149596.6,JPH2,protein coding
ENSG00000132823.10,OSER1,protein coding
ENSG00000124194.16,GDAP1L1,protein coding
ENSG00000197296.5,FITM2,protein coding
ENSG00000101074.3,R3HDML,protein coding
ENSG00000101076.16,HNF4A,protein coding
ENSG00000124120.10,TTPAL,protein coding
ENSG00000132824.13,SERINC3,protein coding
ENSG00000168734.13,PKIG,protein coding
ENSG00000196839.12,ADA,protein coding
ENSG00000064205.10,WISP2,protein coding
ENSG00000124249.6,KCNK15,protein coding
ENSG00000101098.12,RIMS4,protein coding
ENSG00000166913.12,YWHAB,protein coding
ENSG00000101104.12,PABPC1L,protein coding
ENSG00000025772.7,TOMM34,protein coding
ENSG00000101109.11,STK4,protein coding
ENSG00000124134.8,KCNS1,protein coding
ENSG00000175121.11,WFDC5,protein coding
ENSG00000168703.5,WFDC12,protein coding
ENSG00000124102.4,PI3,protein coding
ENSG00000124233.11,SEMG1,protein coding
ENSG00000124157.6,SEMG2,protein coding
ENSG00000124107.5,SLPI,protein coding
ENSG00000124159.15,MATN4,protein coding
ENSG00000124232.10,RBPJL,protein coding
ENSG00000124145.6,SDC4,protein coding
ENSG00000204070.9,SYS1,protein coding
ENSG00000124251.10,TP53TG5,protein coding
ENSG00000244274.7,DBNDD2,protein coding
ENSG00000124155.17,PIGT,protein coding
ENSG00000101443.17,WFDC2,protein coding
ENSG00000101446.7,SPINT3,protein coding
ENSG00000243543.8,WFDC6,protein coding
ENSG00000101448.13,EPPIN,protein coding
ENSG00000158901.11,WFDC8,protein coding
ENSG00000180205.3,WFDC9,protein coding
ENSG00000180305.4,WFDC10A,protein coding
ENSG00000180083.10,WFDC11,protein coding
ENSG00000182931.9,WFDC10B,protein coding
ENSG00000168634.4,WFDC13,protein coding
ENSG00000149651.3,SPINT4,protein coding
ENSG00000124116.18,WFDC3,protein coding
ENSG00000101457.12,DNTTIP1,protein coding
ENSG00000175063.16,UBE2C,protein coding
ENSG00000101470.9,TNNC2,protein coding
ENSG00000124104.18,SNX21,protein coding
ENSG00000101473.16,ACOT8,protein coding
ENSG00000132801.6,ZSWIM3,protein coding
ENSG00000168612.4,ZSWIM1,protein coding
ENSG00000149634.4,SPATA25,protein coding
ENSG00000124257.6,NEURL2,protein coding
ENSG00000064601.16,CTSA,protein coding
ENSG00000100979.14,PLTP,protein coding
ENSG00000100982.11,PCIF1,protein coding
ENSG00000198026.7,ZNF335,protein coding
ENSG00000100985.7,MMP9,protein coding
ENSG00000124140.13,SLC12A5,protein coding
ENSG00000124160.11,NCOA5,protein coding
ENSG00000101017.13,CD40,protein coding
ENSG00000149654.9,CDH22,protein coding
ENSG00000080189.14,SLC35C2,protein coding
ENSG00000062598.17,ELMO2,protein coding
ENSG00000198185.11,ZNF334,protein coding
ENSG00000149635.2,OCSTAMP,protein coding
ENSG00000158296.13,SLC13A3,protein coding
ENSG00000172315.5,TP53RK,protein coding
ENSG00000197496.5,SLC2A10,protein coding
ENSG00000064655.18,EYA2,protein coding
ENSG00000101040.19,ZMYND8,protein coding
ENSG00000124151.18,NCOA3,protein coding
ENSG00000196562.14,SULF2,protein coding
ENSG00000124126.13,PREX1,protein coding
ENSG00000124198.8,ARFGEF2,protein coding
ENSG00000124207.16,CSE1L,protein coding
ENSG00000124214.19,STAU1,protein coding
ENSG00000124228.14,DDX27,protein coding
ENSG00000124201.14,ZNFX1,protein coding
ENSG00000158445.9,KCNB1,protein coding
ENSG00000124212.5,PTGIS,protein coding
ENSG00000158470.5,B4GALT5,protein coding
ENSG00000197818.11,SLC9A8,protein coding
ENSG00000158480.10,SPATA2,protein coding
ENSG00000124226.10,RNF114,protein coding
ENSG00000124216.3,SNAI1,protein coding
ENSG00000244687.11,UBE2V1,protein coding
ENSG00000240849.10,TMEM189,protein coding
ENSG00000172216.5,CEBPB,protein coding
ENSG00000196396.9,PTPN1,protein coding
ENSG00000042062.11,FAM65C,protein coding
ENSG00000124171.8,PARD6B,protein coding
ENSG00000124243.17,BCAS4,protein coding
ENSG00000101126.15,ADNP,protein coding
ENSG00000000419.12,DPM1,protein coding
ENSG00000124217.4,MOCS3,protein coding
ENSG00000026559.13,KCNG1,protein coding
ENSG00000101096.19,NFATC2,protein coding
ENSG00000054793.13,ATP9A,protein coding
ENSG00000101115.12,SALL4,protein coding
ENSG00000020256.19,ZFP64,protein coding
ENSG00000182463.15,TSHZ2,protein coding
ENSG00000171940.13,ZNF217,protein coding
ENSG00000064787.13,BCAS1,protein coding
ENSG00000019186.9,CYP24A1,protein coding
ENSG00000101132.9,PFDN4,protein coding
ENSG00000101134.11,DOK5,protein coding
ENSG00000054803.3,CBLN4,protein coding
ENSG00000124089.4,MC3R,protein coding
ENSG00000124098.9,FAM210B,protein coding
ENSG00000087586.17,AURKA,protein coding
ENSG00000101138.11,CSTF1,protein coding
ENSG00000087589.16,CASS4,protein coding
ENSG00000022277.12,RTFDC1,protein coding
ENSG00000124091.9,GCNT7,protein coding
ENSG00000124103.8,FAM209A,protein coding
ENSG00000213714.1,FAM209B,protein coding
ENSG00000087510.6,TFAP2C,protein coding
ENSG00000101144.12,BMP7,protein coding
ENSG00000054796.12,SPO11,protein coding
ENSG00000101146.12,RAE1,protein coding
ENSG00000256222.2,MTRNR2L3,protein coding
ENSG00000132819.16,RBM38,protein coding
ENSG00000124092.12,CTCFL,protein coding
ENSG00000124253.10,PCK1,protein coding
ENSG00000124256.14,ZBP1,protein coding
ENSG00000124225.15,PMEPA1,protein coding
ENSG00000124237.5,C20orf85,protein coding
ENSG00000124227.5,ANKRD60,protein coding
ENSG00000124209.3,RAB22A,protein coding
ENSG00000124164.15,VAPB,protein coding
ENSG00000198768.10,APCDD1L,protein coding
ENSG00000124222.22,STX16,protein coding
ENSG00000215440.11,NPEPL1,protein coding
ENSG00000087460.24,GNAS,protein coding
ENSG00000101158.13,NELFCD,protein coding
ENSG00000101160.13,CTSZ,protein coding
ENSG00000101162.3,TUBB1,protein coding
ENSG00000124172.9,ATP5E,protein coding
ENSG00000101166.15,PRELID3B,protein coding
ENSG00000124203.6,ZNF831,protein coding
ENSG00000124205.15,EDN3,protein coding
ENSG00000087495.16,PHACTR3,protein coding
ENSG00000196074.12,SYCP2,protein coding
ENSG00000196227.10,FAM217B,protein coding
ENSG00000132825.6,PPP1R3D,protein coding
ENSG00000124215.16,CDH26,protein coding
ENSG00000179242.15,CDH4,protein coding
ENSG00000130699.18,TAF4,protein coding
ENSG00000149657.19,LSM14B,protein coding
ENSG00000101182.14,PSMA7,protein coding
ENSG00000184402.14,SS18L1,protein coding
ENSG00000101181.17,MTG2,protein coding
ENSG00000101180.15,HRH3,protein coding
ENSG00000130703.15,OSBPL2,protein coding
ENSG00000130706.12,ADRM1,protein coding
ENSG00000130702.15,LAMA5,protein coding
ENSG00000171858.17,RPS21,protein coding
ENSG00000149679.11,CABLES2,protein coding
ENSG00000130701.3,RBBP8NL,protein coding
ENSG00000130700.6,GATA5,protein coding
ENSG00000101187.15,SLCO4A1,protein coding
ENSG00000101188.4,NTSR1,protein coding
ENSG00000101189.6,MRGBP,protein coding
ENSG00000060491.16,OGFR,protein coding
ENSG00000092758.15,COL9A3,protein coding
ENSG00000101190.12,TCFL5,protein coding
ENSG00000101191.16,DIDO1,protein coding
ENSG00000101193.7,GID8,protein coding
ENSG00000101194.17,SLC17A9,protein coding
ENSG00000125533.5,BHLHE23,protein coding
ENSG00000149658.17,YTHDF1,protein coding
ENSG00000101197.12,BIRC7,protein coding
